Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
531,Laquon Treadwell,6,6,2022-01-02,26-202,JAX,@,NWE,L 10-50,6,6,87,14.5,0,100.0,14.5,1-23,WR,1-23,TreaLa00
532,Jaylen Waddle,6,8,2021-09-19,22-298,MIA,,BUF,L 0-35,8,6,48,8.0,0,75.0,6.0,1-6,WR,1-6,WaddJa00
533,James White,6,7,2021-09-12,29-221,NWE,,MIA,L 16-17,7,6,49,8.2,0,85.7,7.0,4-130,RB,4-130,WhitJa02
534,James White,6,6,2021-09-19,29-228,NWE,@,NYJ,W 25-6,6,6,45,7.5,0,100.0,7.5,4-130,RB,4-130,WhitJa02
535,Darrel Williams,6,6,2021-11-01,26-200,KAN,,NYG,W 20-17,6,6,61,10.2,0,100.0,10.2,,RB,,WillDa10
536,Javonte Williams,6,7,2021-10-21,21-179,DEN,@,CLE,L 14-17,7,6,32,5.3,1,85.7,4.6,2-35,RB,2-35,WillJa10
537,Javonte Williams,6,9,2021-12-05,21-224,DEN,@,KAN,L 9-22,9,6,76,12.7,1,66.7,8.4,2-35,RB,2-35,WillJa10
538,Mike Williams,6,6,2021-12-12,27-069,LAC,,NYG,W 37-21,6,6,61,10.2,0,100.0,10.2,1-7,WR,1-7,WillMi07
539,Cedrick Wilson Jr.,6,6,2022-01-02,26-043,DAL,,ARI,L 22-25,6,6,35,5.8,1,100.0,5.8,6-208,WR,6-208,WilsCe01
540,Robert Woods,6,6,2021-10-24,29-197,LAR,,DET,W 28-19,6,6,70,11.7,0,100.0,11.7,2-41,WR,2-41,WoodRo02
541,Davante Adams,5,7,2021-09-12,28-262,GNB,@,NOR,L 3-38,7,5,56,11.2,0,71.4,8.0,2-53,WR,2-53,AdamDa01
542,Nelson Agholor,5,7,2021-09-12,28-111,NWE,,MIA,L 16-17,7,5,72,14.4,1,71.4,10.3,1-20,WR,1-20,AghoNe00
543,Nelson Agholor,5,5,2021-11-18,28-178,NWE,@,ATL,W 25-0,5,5,40,8.0,1,100.0,8.0,1-20,WR,1-20,AghoNe00
544,Jamal Agnew,5,6,2021-10-17,26-197,JAX,,MIA,W 23-20,6,5,78,15.6,0,83.3,13.0,5-165,DB,5-165,AgneJa00
545,Jordan Akins,5,5,2021-10-31,29-195,HOU,,LAR,L 22-38,5,5,53,10.6,0,100.0,10.6,3-98,TE,3-98,AkinJo00
546,Keenan Allen,5,5,2021-10-17,29-173,LAC,@,BAL,L 6-34,5,5,50,10.0,0,100.0,10.0,3-76,WR,3-76,AlleKe00
547,Keenan Allen,5,8,2021-12-05,29-222,LAC,@,CIN,W 41-22,8,5,34,6.8,2,62.5,4.3,3-76,WR,3-76,AlleKe00
548,Danny Amendola,5,5,2021-09-12,35-314,HOU,,JAX,W 37-21,5,5,34,6.8,1,100.0,6.8,,WR,,AmenDa00
549,Robby Anderson,5,11,2021-10-03,28-147,CAR,@,DAL,L 28-36,11,5,46,9.2,0,45.5,4.2,,WR,,AndeRo04
550,Robby Anderson,5,6,2021-11-21,28-196,CAR,,WAS,L 21-27,6,5,30,6.0,0,83.3,5.0,,WR,,AndeRo04
551,Robby Anderson,5,10,2021-12-26,28-231,CAR,,TAM,L 6-32,10,5,58,11.6,0,50.0,5.8,,WR,,AndeRo04
552,Mark Andrews,5,5,2021-09-19,26-013,BAL,,KAN,W 36-35,5,5,57,11.4,0,100.0,11.4,3-86,TE,3-86,AndrMa00
553,Mark Andrews,5,7,2021-09-26,26-020,BAL,@,DET,W 19-17,7,5,109,21.8,0,71.4,15.6,3-86,TE,3-86,AndrMa00
554,Mark Andrews,5,8,2021-10-03,26-027,BAL,@,DEN,W 23-7,8,5,67,13.4,0,62.5,8.4,3-86,TE,3-86,AndrMa00
555,Mark Andrews,5,6,2021-10-17,26-041,BAL,,LAC,W 34-6,6,5,68,13.6,1,83.3,11.3,3-86,TE,3-86,AndrMa00
556,Mark Andrews,5,10,2021-11-07,26-062,BAL,,MIN,W 34-31 (OT),10,5,44,8.8,0,50.0,4.4,3-86,TE,3-86,AndrMa00
557,Dan Arnold,5,8,2021-11-14,26-244,JAX,@,IND,L 17-23,8,5,67,13.4,0,62.5,8.4,,WR,,ArnoDa00
558,Tavon Austin,5,5,2021-10-10,31-209,JAX,,TEN,L 19-37,5,5,54,10.8,0,100.0,10.8,1-8,WR,1-8,AustTa00
559,Saquon Barkley,5,6,2021-10-03,24-236,NYG,@,NOR,W 27-21 (OT),6,5,74,14.8,1,83.3,12.3,1-2,RB,1-2,BarkSa00
560,Rashod Bateman,5,8,2021-11-07,21-343,BAL,,MIN,W 34-31 (OT),8,5,52,10.4,0,62.5,6.5,1-27,WR,1-27,BateRa00
561,Cole Beasley,5,5,2021-11-25,32-213,BUF,@,NOR,W 31-6,5,5,46,9.2,0,100.0,9.2,,WR,,BeasCo00
562,Odell Beckham Jr.,5,9,2021-09-26,28-325,CLE,,CHI,W 26-6,9,5,77,15.4,0,55.6,8.6,1-12,WR,1-12,BeckOd00
563,Odell Beckham Jr.,5,8,2021-10-17,28-346,CLE,,ARI,L 14-37,8,5,79,15.8,0,62.5,9.9,1-12,WR,1-12,BeckOd00
564,Odell Beckham Jr.,5,10,2021-11-28,29-023,LAR,@,GNB,L 28-36,10,5,81,16.2,1,50.0,8.1,1-12,WR,1-12,BeckOd00
565,Odell Beckham Jr.,5,7,2022-01-02,29-058,LAR,@,BAL,W 20-19,7,5,39,7.8,1,71.4,5.6,1-12,WR,1-12,BeckOd00
566,Braxton Berrios,5,7,2021-09-12,25-341,NYJ,@,CAR,L 14-19,7,5,51,10.2,0,71.4,7.3,6-210,WR,6-210,BerrBr00
567,Braxton Berrios,5,6,2021-12-26,26-081,NYJ,,JAX,W 26-21,6,5,37,7.4,0,83.3,6.2,6-210,WR,6-210,BerrBr00
568,Devontae Booker,5,6,2021-11-01,29-158,NYG,@,KAN,L 17-20,6,5,65,13.0,0,83.3,10.8,4-136,RB,4-136,BookDe00
569,Kendrick Bourne,5,5,2021-10-03,26-060,NWE,,TAM,L 17-19,5,5,58,11.6,0,100.0,11.6,,WR,,BourKe00
570,Kendrick Bourne,5,6,2021-11-28,26-116,NWE,,TEN,W 36-13,6,5,61,12.2,2,83.3,10.2,,WR,,BourKe00
571,Kendrick Bourne,5,6,2022-01-02,26-151,NWE,,JAX,W 50-10,6,5,76,15.2,0,83.3,12.7,,WR,,BourKe00
572,Tyler Boyd,5,8,2021-10-31,26-350,CIN,@,NYJ,L 31-34,8,5,69,13.8,1,62.5,8.6,2-55,WR,2-55,BoydTy00
573,Tyler Boyd,5,7,2021-12-05,27-020,CIN,,LAC,L 22-41,7,5,85,17.0,0,71.4,12.1,2-55,WR,2-55,BoydTy00
